Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,NumCompaniesWorked,OverTime,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsSinceLastPromotion,CompaniesRotation,PercYearsCurrManager,PercYearsLastPromotion,PercYearsCurrentRole,MonthlyIncome_cat_encode
32,No,Travel_Rarely,Research & Development,10,3,Medical,3,Male,3,3,Manager,4,Single,2,No,4,2,0,10,5,4,5,0,5.0,0.0,0.0,0.4,3
54,No,Travel_Frequently,Research & Development,11,4,Medical,2,Female,3,4,Manager,4,Divorced,3,No,4,1,1,23,2,3,14,1,8.666666666666666,0.8571428571428571,0.07142857142857142,0.6428571428571429,3
29,Yes,Travel_Rarely,Research & Development,1,4,Technical Degree,1,Male,2,1,Research Scientist,1,Single,6,No,3,3,0,11,2,1,9,0,1.8333333333333333,0.7777777777777778,0.0,0.7777777777777778,0
44,No,Travel_Rarely,Research & Development,28,3,Life Sciences,4,Male,3,4,Research Director,1,Married,3,No,3,3,1,23,1,4,15,7,8.0,0.85,0.7,0.3,3
39,No,Travel_Rarely,Research & Development,6,3,Life Sciences,2,Female,3,3,Manufacturing Director,2,Single,4,No,3,4,0,9,3,3,2,2,2.25,1.0,1.0,0.0,2
46,No,Travel_Rarely,Sales,3,3,Life Sciences,3,Female,3,4,Manager,2,Married,7,No,3,4,1,23,2,4,13,5,2.875,0.07692307692307693,0.38461538461538464,0.9230769230769231,3
35,No,Travel_Rarely,Research & Development,16,3,Life Sciences,4,Female,2,3,Healthcare Representative,2,Single,1,No,3,4,0,11,3,1,11,3,10.0,0.2727272727272727,0.2727272727272727,0.7272727272727273,3
23,No,Travel_Rarely,Research & Development,20,1,Life Sciences,1,Male,3,2,Laboratory Technician,3,Single,0,No,3,2,0,5,2,3,4,1,0.0,0.5,0.25,0.75,0
40,Yes,Travel_Rarely,Research & Development,9,4,Life Sciences,4,Male,3,1,Laboratory Technician,1,Single,3,No,3,2,0,15,3,1,5,1,5.0,0.0,0.2,0.8,0
34,No,Travel_Rarely,Sales,1,3,Technical Degree,4,Male,2,3,Sales Executive,3,Married,1,Yes,3,4,0,10,3,3,10,7,10.0,0.6,0.8,0.9,2
31,Yes,Travel_Frequently,Research & Development,3,3,Life Sciences,4,Female,3,1,Research Scientist,3,Single,1,No,3,1,0,7,2,1,7,7,7.0,1.0,1.0,0.2857142857142857,1
50,No,Travel_Frequently,Research & Development,22,5,Medical,3,Male,1,4,Research Director,4,Single,1,Yes,3,4,0,23,2,3,15,7,10.0,0.28125,0.40625,0.1875,3
34,No,Travel_Rarely,Sales,7,2,Technical Degree,2,Male,3,1,Sales Representative,3,Married,0,Yes,4,2,1,12,4,3,11,5,0.0,0.6363636363636364,0.45454545454545453,0.9090909090909091,0
42,No,Travel_Rarely,Research & Development,2,3,Medical,3,Male,2,1,Laboratory Technician,2,Married,4,No,3,2,1,4,3,3,1,0,1.0,0.0,0.0,0.0,1
37,No,Travel_Rarely,Research & Development,13,3,Medical,1,Male,3,2,Research Scientist,4,Married,1,No,3,1,0,10,2,3,10,3,10.0,0.7,0.3,0.8,1
29,No,Travel_Rarely,Research & Development,8,1,Other,3,Female,1,2,Healthcare Representative,1,Married,3,No,3,3,1,9,3,3,7,0,3.0,1.0,0.0,1.0,3
33,No,Travel_Rarely,Research & Development,25,3,Life Sciences,4,Male,2,2,Manufacturing Director,2,Single,1,No,3,4,0,5,2,3,5,0,5.0,0.4,0.0,0.6,1
45,No,Travel_Rarely,Research & Development,28,3,Technical Degree,4,Male,3,1,Research Scientist,4,Married,4,No,4,4,1,8,3,3,5,0,2.0,0.6,0.0,0.8,0
42,No,Travel_Frequently,Research & Development,2,3,Life Sciences,4,Male,3,3,Healthcare Representative,4,Married,2,Yes,3,3,1,23,3,1,15,7,10.0,0.45,0.65,0.4,3
40,No,Travel_Rarely,Sales,9,2,Medical,1,Male,3,2,Sales Executive,1,Married,0,No,3,4,0,9,5,4,8,7,0.0,0.125,0.875,0.5,2
33,No,Travel_Rarely,Research & Development,28,4,Life Sciences,2,Male,3,2,Laboratory Technician,3,Married,1,Yes,3,2,1,15,3,3,15,5,10.0,0.4666666666666667,0.3333333333333333,0.9333333333333333,2
40,No,Travel_Rarely,Human Resources,6,2,Medical,3,Male,3,4,Manager,4,Single,1,Yes,4,4,0,21,2,3,15,7,10.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,3
24,No,Travel_Rarely,Research & Development,21,2,Technical Degree,3,Male,2,1,Laboratory Technician,1,Divorced,0,No,3,2,2,2,3,3,1,0,0.0,0.0,0.0,1.0,0
40,No,Non-Travel,Research & Development,8,2,Life Sciences,4,Male,3,2,Healthcare Representative,4,Divorced,3,Yes,3,3,0,8,2,3,2,2,2.6666666666666665,1.0,1.0,1.0,1
45,No,Travel_Rarely,Research & Development,1,4,Technical Degree,1,Male,3,3,Healthcare Representative,2,Divorced,1,No,3,1,2,10,4,3,10,7,10.0,0.7,0.7,0.8,2
35,No,Travel_Rarely,Sales,28,4,Life Sciences,2,Female,2,1,Sales Representative,3,Married,0,No,4,1,2,6,5,3,5,4,0.0,0.4,0.8,0.6,0
32,No,Travel_Rarely,Research & Development,5,2,Life Sciences,4,Female,2,2,Research Scientist,2,Married,3,No,3,1,1,12,2,3,7,2,4.0,0.7142857142857143,0.2857142857142857,0.14285714285714285,2
36,No,Travel_Rarely,Sales,2,4,Life Sciences,3,Male,3,1,Sales Representative,4,Single,3,Yes,4,4,0,7,3,2,3,1,2.3333333333333335,0.6666666666666666,0.3333333333333333,0.6666666666666666,0
48,No,Travel_Rarely,Sales,16,4,Life Sciences,3,Female,3,2,Sales Executive,3,Divorced,7,No,3,3,1,18,2,3,8,7,2.25,0.875,0.875,0.875,2
29,No,Travel_Rarely,Research & Development,9,3,Life Sciences,3,Male,4,1,Research Scientist,3,Married,6,No,3,1,2,5,2,2,1,0,0.8333333333333334,0.0,0.0,0.0,0
33,No,Travel_Rarely,Sales,8,4,Life Sciences,1,Male,3,2,Sales Executive,1,Married,2,No,3,4,1,8,5,1,2,2,4.0,1.0,1.0,1.0,2
30,Yes,Travel_Rarely,Sales,1,3,Life Sciences,2,Male,2,2,Sales Executive,1,Married,1,No,3,4,1,10,4,3,10,6,10.0,0.7,0.6,0.8,3
38,No,Travel_Frequently,Human Resources,10,4,Human Resources,3,Male,3,2,Human Resources,3,Married,3,No,3,3,0,10,2,3,6,1,3.3333333333333335,0.3333333333333333,0.16666666666666666,0.5,2
35,No,Travel_Rarely,Research & Development,1,3,Medical,4,Male,2,1,Laboratory Technician,1,Single,1,No,3,2,0,3,3,3,3,1,3.0,0.6666666666666666,0.3333333333333333,0.0,0
30,No,Travel_Rarely,Sales,29,4,Technical Degree,3,Male,3,3,Sales Executive,2,Married,3,No,3,2,1,9,3,3,4,1,3.0,0.75,0.25,0.5,3
35,Yes,Travel_Rarely,Research & Development,2,3,Life Sciences,1,Female,3,1,Laboratory Technician,1,Divorced,1,Yes,3,4,1,1,2,3,1,0,1.0,0.0,0.0,0.0,0
53,Yes,Travel_Rarely,Research & Development,2,5,Technical Degree,3,Female,2,3,Manufacturing Director,4,Married,0,No,3,2,1,23,4,3,15,1,0.0,0.2727272727272727,0.030303030303030304,0.21212121212121213,3
38,Yes,Travel_Rarely,Research & Development,2,3,Medical,3,Male,3,2,Manufacturing Director,2,Married,4,No,3,1,2,7,2,3,5,1,1.75,0.8,0.2,0.4,1
32,No,Non-Travel,Research & Development,1,4,Technical Degree,4,Male,3,2,Research Scientist,1,Married,4,No,3,2,1,9,3,2,6,1,2.25,0.3333333333333333,0.16666666666666666,0.8333333333333334,1
48,No,Travel_Rarely,Research & Development,15,4,Other,3,Female,3,1,Research Scientist,1,Married,7,No,3,4,1,10,3,2,8,7,1.25,0.75,0.875,0.25,0
34,No,Travel_Rarely,Research & Development,7,4,Medical,1,Male,3,1,Research Scientist,4,Single,1,No,3,3,0,1,4,1,1,0,1.0,0.0,0.0,0.0,1
55,No,Travel_Rarely,Sales,26,5,Marketing,3,Male,2,5,Manager,4,Married,1,No,4,3,1,23,3,3,15,2,10.0,0.3611111111111111,0.05555555555555555,0.16666666666666666,3
34,No,Travel_Rarely,Research & Development,1,4,Life Sciences,2,Male,3,2,Research Scientist,4,Married,7,No,3,2,1,9,3,2,2,2,1.0,0.5,1.0,1.0,2
26,No,Travel_Rarely,Research & Development,3,3,Life Sciences,1,Female,3,1,Research Scientist,4,Married,1,No,4,1,0,1,5,3,1,0,1.0,0.0,0.0,0.0,0
38,No,Travel_Rarely,Sales,14,3,Life Sciences,3,Male,3,2,Sales Executive,2,Married,0,No,3,4,1,10,3,3,9,7,0.0,0.7777777777777778,0.7777777777777778,0.8888888888888888,3
38,No,Travel_Rarely,Sales,16,3,Life Sciences,2,Female,3,2,Sales Executive,2,Single,2,No,3,2,0,8,5,4,3,1,4.0,0.6666666666666666,0.3333333333333333,0.6666666666666666,1
36,No,Travel_Rarely,Sales,1,4,Life Sciences,2,Female,3,2,Sales Executive,3,Single,6,No,3,1,0,15,5,3,1,0,2.5,0.0,0.0,0.0,2
29,No,Travel_Rarely,Research & Development,3,1,Medical,2,Male,3,1,Laboratory Technician,1,Single,1,Yes,3,4,0,10,3,3,10,1,10.0,0.5,0.1,0.9,1
35,No,Travel_Rarely,Research & Development,10,4,Medical,1,Female,3,2,Healthcare Representative,3,Single,3,Yes,3,3,0,10,4,3,5,0,3.3333333333333335,0.8,0.0,0.4,2
39,No,Travel_Rarely,Sales,6,3,Medical,4,Male,4,3,Sales Executive,3,Married,2,No,3,1,1,11,3,3,7,7,5.5,0.8571428571428571,1.0,0.8571428571428571,2
29,No,Travel_Frequently,Research & Development,2,1,Life Sciences,1,Male,3,2,Healthcare Representative,4,Divorced,1,No,3,4,1,6,1,4,6,1,6.0,0.5,0.16666666666666666,0.6666666666666666,3
50,No,Travel_Rarely,Sales,9,3,Marketing,3,Male,3,5,Manager,3,Married,4,Yes,3,3,1,23,2,3,1,0,6.75,0.0,0.0,0.0,3
23,No,Travel_Rarely,Research & Development,10,3,Technical Degree,4,Male,4,1,Research Scientist,3,Married,2,No,3,4,1,4,2,3,2,2,2.0,1.0,1.0,1.0,0
36,No,Travel_Frequently,Research & Development,6,4,Life Sciences,1,Male,4,2,Laboratory Technician,1,Married,3,Yes,3,4,1,9,3,3,3,0,3.0,0.6666666666666666,0.0,0.6666666666666666,2
42,No,Travel_Rarely,Research & Development,9,2,Other,4,Male,2,5,Manager,4,Single,7,No,4,4,0,23,2,3,1,0,3.0,1.0,0.0,0.0,3
35,No,Travel_Rarely,Research & Development,28,3,Life Sciences,2,Male,4,2,Laboratory Technician,3,Married,1,No,3,4,2,10,3,2,10,6,10.0,0.8,0.6,0.9,1
34,No,Travel_Frequently,Research & Development,10,4,Technical Degree,4,Male,2,2,Healthcare Representative,3,Married,1,No,3,2,1,8,3,2,8,7,8.0,0.875,0.875,0.25,2
40,No,Travel_Rarely,Sales,14,2,Life Sciences,4,Female,3,2,Sales Executive,1,Married,1,No,3,3,1,5,2,3,5,1,5.0,0.4,0.2,0.8,1
43,No,Travel_Rarely,Research & Development,27,3,Technical Degree,4,Male,4,1,Laboratory Technician,2,Divorced,5,No,3,3,1,8,1,3,6,0,1.6,0.3333333333333333,0.0,0.6666666666666666,1
35,No,Travel_Rarely,Research & Development,7,2,Life Sciences,3,Male,2,1,Laboratory Technician,4,Married,1,No,3,4,1,1,5,2,1,0,1.0,1.0,0.0,0.0,0
46,No,Travel_Rarely,Sales,1,4,Life Sciences,4,Male,4,4,Manager,1,Single,1,No,3,2,0,23,5,1,15,0,10.0,0.46153846153846156,0.0,0.0,3
28,Yes,Travel_Rarely,Research & Development,24,3,Medical,3,Male,3,1,Laboratory Technician,2,Married,1,Yes,3,3,2,1,3,3,1,0,1.0,0.0,0.0,1.0,0
22,No,Non-Travel,Research & Development,26,2,Other,2,Female,2,1,Research Scientist,3,Married,1,Yes,3,2,0,4,2,2,4,1,4.0,0.75,0.25,0.5,0
50,No,Travel_Frequently,Research & Development,20,5,Medical,2,Male,3,4,Healthcare Representative,3,Married,2,Yes,3,3,1,23,3,3,15,7,10.0,0.43333333333333335,0.4,0.26666666666666666,3
32,No,Travel_Rarely,Research & Development,5,4,Other,2,Female,4,1,Research Scientist,4,Married,3,No,3,4,2,6,3,3,3,0,2.0,0.6666666666666666,0.0,0.6666666666666666,1
44,No,Travel_Rarely,Research & Development,7,3,Medical,2,Female,3,5,Research Director,4,Divorced,0,Yes,3,4,1,23,4,2,15,1,0.0,0.45454545454545453,0.045454545454545456,0.3181818181818182,3
30,No,Travel_Rarely,Research & Development,7,3,Medical,2,Male,2,1,Research Scientist,2,Married,1,No,3,2,1,6,3,2,6,1,6.0,0.16666666666666666,0.16666666666666666,0.6666666666666666,0
45,No,Travel_Rarely,Research & Development,5,5,Medical,3,Female,1,2,Laboratory Technician,1,Single,1,Yes,3,1,0,10,3,3,10,1,10.0,0.4,0.1,0.7,2
45,No,Non-Travel,Sales,26,3,Marketing,1,Male,2,2,Sales Executive,1,Married,1,No,3,1,1,10,2,3,10,4,10.0,0.5,0.4,0.7,1
31,No,Travel_Frequently,Sales,2,4,Other,4,Male,3,2,Sales Executive,1,Single,7,No,3,4,0,10,3,3,5,0,1.4285714285714286,0.6,0.0,0.4,2
36,No,Travel_Rarely,Research & Development,12,4,Life Sciences,3,Female,3,2,Manufacturing Director,3,Married,7,Yes,3,2,2,7,2,3,3,1,0.7777777777777778,0.3333333333333333,0.3333333333333333,0.6666666666666666,1
34,No,Travel_Frequently,Research & Development,10,4,Life Sciences,3,Male,4,2,Manufacturing Director,4,Divorced,1,No,3,1,1,9,3,3,9,7,9.0,0.2222222222222222,0.7777777777777778,0.7777777777777778,1
49,No,Travel_Rarely,Research & Development,25,4,Life Sciences,3,Female,3,1,Laboratory Technician,1,Married,1,No,3,4,1,10,3,2,9,1,10.0,0.4444444444444444,0.1111111111111111,0.6666666666666666,1
39,No,Travel_Rarely,Research & Development,10,5,Medical,2,Male,3,2,Manufacturing Director,1,Married,2,No,3,4,2,10,3,3,7,7,5.0,1.0,1.0,1.0,2
27,No,Travel_Rarely,Research & Development,19,3,Other,4,Male,2,1,Laboratory Technician,1,Divorced,1,No,3,1,2,7,3,3,7,0,7.0,1.0,0.0,1.0,1
35,No,Travel_Rarely,Research & Development,18,5,Life Sciences,2,Male,4,2,Research Scientist,1,Married,1,No,3,4,0,16,2,3,15,1,10.0,0.625,0.0625,0.9375,2
28,No,Travel_Rarely,Research & Development,27,3,Medical,2,Female,1,2,Manufacturing Director,1,Divorced,0,No,4,2,1,6,5,2,5,0,0.0,0.0,0.0,0.6,1
21,No,Travel_Rarely,Research & Development,5,1,Medical,3,Male,3,1,Research Scientist,4,Single,1,No,3,3,0,3,2,3,2,2,3.0,1.0,1.0,1.0,1
18,Yes,Travel_Frequently,Sales,3,2,Medical,2,Female,3,1,Sales Representative,4,Single,1,Yes,3,3,0,1,2,4,1,0,0.0,0.0,0.0,0.0,0
47,No,Travel_Rarely,Human Resources,26,4,Life Sciences,4,Female,3,5,Manager,3,Married,3,No,3,3,1,23,2,3,5,1,9.0,0.0,0.2,0.4,3
39,No,Travel_Rarely,Research & Development,3,2,Medical,3,Male,2,2,Laboratory Technician,3,Divorced,0,No,3,4,1,11,3,3,10,0,0.0,0.7,0.0,0.8,1
40,No,Travel_Rarely,Research & Development,15,3,Life Sciences,1,Female,2,3,Manufacturing Director,3,Married,1,No,3,4,2,18,2,3,15,7,10.0,0.6666666666666666,0.7777777777777778,0.8333333333333334,3
35,No,Non-Travel,Research & Development,8,4,Life Sciences,3,Female,3,2,Healthcare Representative,3,Married,1,No,3,4,1,15,5,3,14,2,10.0,0.6428571428571429,0.14285714285714285,0.7857142857142857,1
37,No,Travel_Rarely,Research & Development,19,3,Life Sciences,3,Male,3,2,Manufacturing Director,3,Married,3,No,3,1,2,9,2,2,4,0,3.0,0.5,0.0,0.75,2
39,No,Travel_Frequently,Research & Development,4,3,Medical,1,Female,3,2,Manufacturing Director,3,Single,0,No,3,4,0,10,2,1,9,3,0.0,0.8888888888888888,0.3333333333333333,0.2222222222222222,2
45,No,Travel_Rarely,Research & Development,2,2,Other,4,Female,2,2,Manufacturing Director,4,Divorced,1,No,3,1,2,10,3,3,10,3,10.0,0.9,0.3,0.7,2
38,No,Travel_Rarely,Research & Development,2,2,Medical,4,Female,2,3,Manufacturing Director,3,Married,3,Yes,3,4,1,10,5,4,5,0,3.3333333333333335,0.4,0.0,0.8,2
35,Yes,Travel_Rarely,Sales,10,3,Medical,4,Male,2,3,Sales Executive,1,Married,7,No,3,3,0,15,3,3,13,6,1.6666666666666667,0.0,0.46153846153846156,0.9230769230769231,3
37,No,Travel_Rarely,Research & Development,10,3,Medical,2,Female,3,1,Research Scientist,2,Married,1,No,3,1,1,8,2,1,8,7,8.0,0.875,0.875,0.5,1
40,No,Travel_Rarely,Research & Development,16,3,Life Sciences,3,Female,3,3,Manufacturing Director,4,Single,6,Yes,3,4,0,18,2,2,4,3,3.0,0.75,0.75,0.5,2
44,No,Travel_Frequently,Human Resources,1,5,Human Resources,1,Male,3,2,Human Resources,4,Married,4,Yes,3,3,0,14,3,3,10,0,3.5,0.2,0.0,0.7,2
48,No,Travel_Frequently,Research & Development,4,5,Medical,3,Male,2,4,Manager,4,Married,2,No,4,2,1,23,3,3,2,2,10.0,1.0,1.0,1.0,3
35,Yes,Travel_Rarely,Sales,15,2,Medical,1,Male,1,2,Sales Executive,4,Divorced,6,Yes,3,4,2,7,2,2,2,2,1.1666666666666667,1.0,1.0,1.0,2
24,No,Travel_Frequently,Research & Development,2,1,Technical Degree,1,Female,3,1,Research Scientist,4,Single,1,Yes,3,3,0,6,2,3,6,1,6.0,0.5,0.16666666666666666,0.5,1
27,No,Travel_Rarely,Research & Development,8,3,Medical,2,Female,4,1,Research Scientist,3,Married,7,No,3,1,0,5,1,3,3,0,0.7142857142857143,0.6666666666666666,0.0,0.6666666666666666,1
27,No,Travel_Frequently,Research & Development,2,3,Medical,4,Male,3,1,Research Scientist,4,Single,2,No,3,3,0,6,1,2,4,1,3.0,0.5,0.25,0.5,0
40,Yes,Travel_Rarely,Research & Development,7,3,Life Sciences,1,Male,3,1,Laboratory Technician,1,Single,3,Yes,3,2,0,10,3,1,4,0,3.3333333333333335,0.75,0.0,0.5,0
29,No,Travel_Rarely,Sales,10,3,Medical,3,Male,2,2,Sales Executive,3,Single,7,No,3,3,0,8,2,3,5,1,0.8888888888888888,0.8,0.2,0.4,2
36,No,Travel_Rarely,Research & Development,5,4,Life Sciences,2,Female,3,3,Healthcare Representative,1,Married,4,No,3,3,2,9,5,3,3,0,2.25,0.6666666666666666,0.0,0.6666666666666666,2
25,No,Travel_Frequently,Research & Development,2,1,Life Sciences,4,Male,4,2,Manufacturing Director,3,Divorced,1,No,3,3,2,7,5,3,7,0,7.0,1.0,0.0,1.0,2
39,No,Travel_Rarely,Research & Development,12,3,Medical,4,Male,3,2,Manufacturing Director,2,Married,4,No,4,3,0,7,3,3,5,1,1.75,0.0,0.2,0.8,2
49,No,Travel_Rarely,Research & Development,22,4,Other,1,Female,3,4,Research Director,2,Married,3,No,3,2,2,23,2,3,4,1,9.0,0.5,0.25,0.5,3
50,No,Travel_Rarely,Research & Development,17,5,Life Sciences,4,Female,2,3,Research Director,1,Divorced,5,No,3,3,2,19,3,3,14,1,3.8,0.7857142857142857,0.07142857142857142,0.7857142857142857,3
20,No,Travel_Rarely,Sales,2,3,Medical,3,Female,3,1,Sales Representative,3,Single,1,No,3,1,0,2,3,3,2,2,2.0,1.0,1.0,1.0,0
34,No,Travel_Rarely,Research & Development,3,3,Life Sciences,4,Female,3,2,Research Scientist,2,Divorced,1,No,3,3,1,11,2,3,11,7,10.0,0.8181818181818182,0.6363636363636364,0.7272727272727273,2
36,No,Travel_Rarely,Research & Development,7,3,Life Sciences,1,Male,3,1,Laboratory Technician,2,Single,2,No,3,3,0,15,4,3,4,1,7.5,0.75,0.25,0.75,0
49,No,Travel_Rarely,Research & Development,6,1,Life Sciences,3,Female,2,4,Healthcare Representative,3,Married,2,Yes,3,2,1,23,3,3,15,2,10.0,0.8,0.13333333333333333,0.7333333333333333,3
36,No,Non-Travel,Research & Development,1,4,Medical,4,Female,2,2,Manufacturing Director,3,Married,0,No,3,3,0,4,5,3,3,1,0.0,0.6666666666666666,0.3333333333333333,0.6666666666666666,1
36,No,Travel_Rarely,Research & Development,3,2,Life Sciences,4,Male,4,2,Healthcare Representative,1,Divorced,6,No,4,1,1,13,3,3,5,0,2.1666666666666665,0.8,0.0,0.8,2
54,No,Travel_Rarely,Research & Development,22,5,Medical,2,Female,3,4,Manager,3,Married,3,No,4,3,1,23,5,3,10,4,10.0,0.7,0.4,0.8,3
43,No,Travel_Rarely,Research & Development,15,2,Life Sciences,3,Male,2,4,Research Director,3,Married,1,No,4,1,1,14,3,3,14,6,10.0,0.7857142857142857,0.42857142857142855,0.7142857142857143,3
35,Yes,Travel_Frequently,Sales,12,4,Other,4,Male,3,2,Sales Executive,4,Single,3,Yes,4,1,0,13,2,4,11,6,4.333333333333333,0.6363636363636364,0.5454545454545454,0.8181818181818182,1
38,No,Travel_Frequently,Research & Development,1,3,Life Sciences,4,Male,3,2,Research Scientist,4,Married,7,No,3,4,2,19,4,4,13,2,2.7142857142857144,0.6923076923076923,0.15384615384615385,0.8461538461538461,1
29,No,Travel_Rarely,Sales,5,3,Medical,1,Male,2,2,Sales Executive,2,Divorced,1,Yes,3,2,1,10,3,2,10,0,10.0,0.9,0.0,0.0,1
33,No,Travel_Rarely,Sales,2,4,Medical,4,Male,3,2,Sales Executive,4,Divorced,1,No,3,3,2,6,5,3,6,0,6.0,0.6666666666666666,0.0,0.3333333333333333,2
32,No,Travel_Rarely,Research & Development,2,3,Medical,4,Male,3,2,Research Scientist,2,Divorced,0,No,3,3,2,10,4,2,9,1,0.0,0.6666666666666666,0.1111111111111111,0.5555555555555556,2
31,No,Travel_Rarely,Sales,5,4,Life Sciences,1,Female,3,2,Sales Executive,4,Married,1,No,3,1,2,10,2,3,10,0,10.0,0.2,0.0,0.0,2
49,No,Travel_Rarely,Research & Development,16,3,Medical,4,Female,3,1,Laboratory Technician,1,Divorced,4,Yes,3,2,1,17,2,2,2,2,4.25,1.0,1.0,1.0,0
38,No,Travel_Frequently,Research & Development,2,3,Medical,4,Female,2,1,Laboratory Technician,2,Single,1,No,4,2,0,4,3,3,4,3,4.0,0.75,0.75,0.75,0
47,No,Travel_Rarely,Sales,2,4,Life Sciences,2,Female,4,4,Manager,2,Divorced,6,No,3,3,2,23,2,3,3,1,4.833333333333333,0.6666666666666666,0.3333333333333333,0.6666666666666666,3
49,No,Travel_Rarely,Research & Development,1,3,Life Sciences,3,Male,3,4,Manager,3,Single,4,No,3,1,0,23,2,3,8,0,5.75,0.0,0.0,0.875,3
41,No,Travel_Rarely,Sales,23,2,Life Sciences,4,Male,3,3,Sales Executive,3,Single,3,Yes,3,4,0,21,2,3,2,0,7.0,1.0,0.0,0.0,2
20,No,Travel_Rarely,Sales,9,1,Life Sciences,4,Male,3,1,Sales Representative,1,Single,1,No,3,1,0,2,3,3,2,0,2.0,1.0,0.0,1.0,0
33,No,Non-Travel,Sales,16,3,Life Sciences,3,Female,3,2,Sales Executive,4,Divorced,1,Yes,4,3,1,7,2,3,6,1,7.0,0.3333333333333333,0.16666666666666666,0.8333333333333334,2
36,No,Travel_Rarely,Research & Development,26,4,Life Sciences,1,Male,3,2,Healthcare Representative,3,Married,6,No,3,2,2,10,2,2,3,0,1.6666666666666667,0.6666666666666666,0.0,0.6666666666666666,2
44,No,Travel_Rarely,Human Resources,1,3,Life Sciences,3,Female,3,1,Human Resources,4,Divorced,4,Yes,3,1,2,8,2,3,2,2,2.0,1.0,1.0,1.0,1
23,Yes,Travel_Rarely,Research & Development,8,1,Medical,4,Male,2,1,Laboratory Technician,3,Single,1,Yes,3,1,0,5,2,3,5,1,5.0,0.4,0.2,0.8,1
38,No,Travel_Rarely,Research & Development,4,2,Medical,4,Female,3,1,Laboratory Technician,3,Married,7,No,3,4,1,7,5,2,1,0,1.0,0.0,0.0,0.0,1
53,No,Travel_Rarely,Research & Development,24,4,Medical,2,Male,4,3,Healthcare Representative,4,Married,3,No,3,3,0,11,2,3,4,1,3.6666666666666665,0.5,0.25,0.75,2
48,Yes,Travel_Frequently,Sales,7,2,Medical,4,Female,3,1,Sales Representative,3,Married,2,Yes,3,3,2,19,3,3,9,7,9.5,0.7777777777777778,0.7777777777777778,0.7777777777777778,0
32,Yes,Travel_Rarely,Research & Development,2,4,Life Sciences,4,Male,3,1,Laboratory Technician,2,Single,1,No,3,1,0,1,2,3,1,0,1.0,0.0,0.0,0.0,0
26,No,Non-Travel,Research & Development,7,3,Medical,4,Male,3,1,Laboratory Technician,4,Single,1,No,4,3,0,7,5,3,7,5,7.0,1.0,0.7142857142857143,1.0,0
55,No,Travel_Rarely,Research & Development,22,3,Technical Degree,1,Male,2,1,Research Scientist,2,Divorced,5,No,3,4,1,8,1,3,4,1,1.6,0.5,0.25,0.5,1
34,No,Travel_Rarely,Research & Development,5,2,Medical,2,Male,2,2,Laboratory Technician,4,Married,1,No,3,3,1,15,3,4,15,4,10.0,0.8666666666666667,0.26666666666666666,0.6666666666666666,1
60,No,Travel_Rarely,Research & Development,1,4,Medical,3,Male,1,3,Healthcare Representative,4,Divorced,3,No,4,3,1,19,2,4,1,0,6.333333333333333,0.0,0.0,0.0,3
33,No,Travel_Rarely,Research & Development,21,3,Medical,2,Male,4,1,Laboratory Technician,2,Married,1,No,3,4,2,14,5,3,14,2,10.0,0.9285714285714286,0.14285714285714285,0.7857142857142857,0
37,No,Travel_Frequently,Sales,1,4,Medical,3,Male,1,2,Sales Executive,4,Divorced,1,No,3,3,2,6,2,2,6,1,6.0,0.5,0.16666666666666666,0.5,3
34,No,Travel_Rarely,Research & Development,19,3,Life Sciences,2,Female,2,1,Research Scientist,4,Married,1,No,3,2,0,10,3,3,10,7,10.0,0.7,0.8,0.9,1
23,Yes,Travel_Rarely,Sales,7,3,Life Sciences,3,Male,3,1,Sales Representative,4,Divorced,1,Yes,4,2,1,3,2,3,3,0,3.0,0.6666666666666666,0.0,0.6666666666666666,0
44,No,Travel_Rarely,Research & Development,2,3,Life Sciences,3,Female,4,3,Healthcare Representative,4,Married,1,Yes,3,2,1,9,2,3,8,6,9.0,0.875,0.75,0.875,2
35,No,Travel_Frequently,Research & Development,2,4,Medical,1,Male,2,1,Research Scientist,4,Single,0,Yes,3,3,0,6,2,4,5,1,0.0,0.8,0.2,0.8,2
43,No,Travel_Rarely,Sales,2,3,Medical,4,Male,3,2,Sales Executive,4,Married,1,Yes,3,1,1,10,3,3,10,7,10.0,0.8,0.8,0.9,2
24,No,Travel_Rarely,Research & Development,9,3,Medical,3,Male,4,1,Research Scientist,3,Married,1,No,3,4,1,5,1,3,5,0,5.0,0.8,0.0,0.6,1
41,No,Travel_Rarely,Sales,6,3,Marketing,4,Male,3,3,Sales Executive,3,Single,1,No,3,2,0,10,3,3,10,7,10.0,0.7,0.8,0.8,3
29,No,Travel_Rarely,Research & Development,9,4,Medical,4,Female,3,1,Laboratory Technician,3,Married,7,No,3,3,1,9,2,3,5,1,1.0,0.4,0.2,0.6,1
36,No,Travel_Rarely,Sales,2,4,Life Sciences,3,Female,3,2,Sales Representative,4,Single,3,No,3,3,0,17,2,2,13,6,5.666666666666667,0.5384615384615384,0.46153846153846156,0.5384615384615384,1
